TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,COLUMN_TYPE,EXTRA
"kinga_staging","customer_consent","customer_id","2","","NO","int",""
"kinga_staging","customer_consent","consent_type","3","","NO","enum('data_processing','marketing','third_party_sharing','credit_check','automated_decision_making')",""
"kinga_staging","customer_consent","consent_given","4","","NO","tinyint",""
"kinga_staging","customer_consent","consent_date","5","CURRENT_TIMESTAMP","NO","timestamp",""
"kinga_staging","customer_consent","withdrawn_date","6","","YES","timestamp",""
"kinga_staging","customer_consent","consent_method","7","","YES","varchar(50)",""
"kinga_staging","customer_consent","consent_version","8","","YES","varchar(20)",""
"kinga_staging","customer_consent","tenant_id","9","","YES","varchar(255)",""
"kinga_staging","dataset_access_grants","id","1","","NO","int","auto_increment"
"kinga_staging","dataset_access_grants","tenant_id","2","","NO","varchar(255)",""
"kinga_staging","dataset_access_grants","data_scope","3","","NO","enum('tenant_private','tenant_feature','global_anonymized')",""
"kinga_staging","dataset_access_grants","granted_to_user_id","4","","YES","int",""
"kinga_staging","dataset_access_grants","granted_to_role","5","","YES","varchar(50)",""
"kinga_staging","dataset_access_grants","granted_to_organization","6","","YES","varchar(255)",""
"kinga_staging","dataset_access_grants","purpose","7","","NO","text",""
"kinga_staging","dataset_access_grants","expiry_date","8","","YES","date",""
"kinga_staging","dataset_access_grants","max_records","9","","YES","int",""
"kinga_staging","dataset_access_grants","granted_by_user_id","10","","NO","int",""
"kinga_staging","dataset_access_grants","granted_at","11","CURRENT_TIMESTAMP","NO","timestamp",""
"kinga_staging","dataset_access_grants","revoked_at","12","","YES","timestamp",""
"kinga_staging","dataset_access_grants","revoked_by_user_id","13","","YES","int",""
"kinga_staging","driver_claims","id","1","","NO","int","auto_increment"
"kinga_staging","driver_claims","driver_id","2","","NO","int",""
"kinga_staging","driver_claims","claim_id","3","","NO","int",""
"kinga_staging","driver_claims","role","4","driver","NO","enum('driver','claimant','passenger','third_party_driver','witness','unknown')",""
"kinga_staging","driver_claims","is_at_fault","5","0","NO","tinyint",""
"kinga_staging","driver_claims","was_injured","6","0","NO","tinyint",""
"kinga_staging","driver_claims","notes","7","","YES","text",""
"kinga_staging","driver_claims","tenant_id","8","","YES","varchar(255)",""
"kinga_staging","driver_claims","created_at","9","CURRENT_TIMESTAMP","NO","timestamp",""
"kinga_staging","fast_track_config","id","1","","NO","int","auto_increment"
"kinga_staging","fast_track_config","tenant_id","2","","NO","varchar(64)",""
"kinga_staging","fast_track_config","product_id","3","","YES","int",""
"kinga_staging","fast_track_config","claim_type","4","","YES","enum('collision','theft','hail','fire','vandalism','flood','hijacking','other')",""
"kinga_staging","fast_track_config","fast_track_action","5","","NO","enum('AUTO_APPROVE','PRIORITY_QUEUE','REDUCED_DOCUMENTATION','STRAIGHT_TO_PAYMENT')",""
"kinga_staging","fast_track_config","min_confidence_score","6","","NO","decimal(5,2)",""
"kinga_staging","fast_track_config","max_claim_value","7","","NO","int",""
"kinga_staging","fast_track_config","max_fraud_score","8","","NO","decimal(5,2)",""
"kinga_staging","fast_track_config","enabled","9","1","NO","tinyint",""
"kinga_staging","fast_track_config","version","10","","NO","int",""
"kinga_staging","fast_track_config","effective_from","11","","NO","timestamp",""
"kinga_staging","fast_track_config","created_by","12","","NO","int",""
"kinga_staging","fast_track_config","created_at","13","CURRENT_TIMESTAMP","NO","timestamp",""
"kinga_staging","fast_track_routing_log","id","1","","NO","int","auto_increment"
"kinga_staging","fast_track_routing_log","claim_id","2","","NO","int",""
"kinga_staging","fast_track_routing_log","tenant_id","3","","NO","varchar(64)",""
"kinga_staging","fast_track_routing_log","config_id","4","","YES","int",""
"kinga_staging","fast_track_routing_log","config_version","5","","YES","int",""
"kinga_staging","fast_track_routing_log","eligible","6","","NO","tinyint",""
"kinga_staging","fast_track_routing_log","decision","7","","NO","enum('AUTO_APPROVE','PRIORITY_QUEUE','REDUCED_DOCUMENTATION','STRAIGHT_TO_PAYMENT','MANUAL_REVIEW')",""
"kinga_staging","fast_track_routing_log","reason","8","","NO","text",""
"kinga_staging","fast_track_routing_log","confidence_score","9","","NO","decimal(5,2)",""
"kinga_staging","fast_track_routing_log","claim_value","10","","YES","int",""
"kinga_staging","fast_track_routing_log","fraud_score","11","","NO","decimal(5,2)",""
"kinga_staging","fast_track_routing_log","claim_type","12","","YES","varchar(50)",""
"kinga_staging","fast_track_routing_log","product_id","13","","YES","int",""
"kinga_staging","fast_track_routing_log","override","14","0","NO","tinyint",""
"kinga_staging","fast_track_routing_log","override_by","15","","YES","int",""
"kinga_staging","fast_track_routing_log","override_reason","16","","YES","text",""
"kinga_staging","fast_track_routing_log","evaluated_at","17","CURRENT_TIMESTAMP","NO","timestamp",""
"kinga_staging","federated_learning_metadata","id","1","","NO","int","auto_increment"
"kinga_staging","federated_learning_metadata","round_number","2","","NO","int",""
"kinga_staging","federated_learning_metadata","model_type","3","","NO","varchar(100)",""
"kinga_staging","federated_learning_metadata","participant_count","4","","NO","int",""
"kinga_staging","federated_learning_metadata","participant_tenant_ids","5","","YES","json",""
"kinga_staging","federated_learning_metadata","global_model_version","6","","NO","varchar(50)",""
"kinga_staging","federated_learning_metadata","local_model_contributions","7","","YES","json",""
"kinga_staging","federated_learning_metadata","aggregation_method","8","federated_averaging","YES","varchar(50)",""
"kinga_staging","federated_learning_metadata","global_model_accuracy","9","","YES","decimal(5,4)",""
"kinga_staging","federated_learning_metadata","convergence_status","10","converging","YES","enum('converging','converged','diverged')",""
"kinga_staging","federated_learning_metadata","training_started_at","11","","NO","timestamp",""
"kinga_staging","federated_learning_metadata","training_completed_at","12","","YES","timestamp",""
"kinga_staging","federated_learning_metadata","created_at","13","CURRENT_TIMESTAMP","NO","timestamp",""
"kinga_staging","final_approval_records","id","1","","NO","int","auto_increment"
"kinga_staging","final_approval_records","historical_claim_id","2","","NO","int",""
"kinga_staging","final_approval_records","tenant_id","3","","NO","varchar(64)",""
"kinga_staging","final_approval_records","final_decision","4","","NO","enum('approved_repair','approved_total_loss','cash_settlement','rejected','withdrawn')",""
"kinga_staging","final_approval_records","final_approved_amount","5","","NO","decimal(12,2)",""
"kinga_staging","final_approval_records","final_labor_cost","6","","YES","decimal(12,2)",""
"kinga_staging","final_approval_records","final_parts_cost","7","","YES","decimal(12,2)",""
"kinga_staging","final_approval_records","final_paint_cost","8","","YES","decimal(12,2)",""
"kinga_staging","final_approval_records","final_sublet_cost","9","","YES","decimal(12,2)",""
"kinga_staging","final_approval_records","final_betterment","10","","YES","decimal(12,2)",""
"kinga_staging","final_approval_records","approved_by_name","11","","YES","varchar(255)",""
"kinga_staging","final_approval_records","approved_by_role","12","","YES","varchar(100)",""
"kinga_staging","final_approval_records","approval_date","13","","YES","date",""
"kinga_staging","final_approval_records","assessor_name","14","","YES","varchar(255)",""
"kinga_staging","final_approval_records","assessor_license_number","15","","YES","varchar(100)",""
"kinga_staging","final_approval_records","assessor_estimate","16","","YES","decimal(12,2)",""
"kinga_staging","final_approval_records","repair_shop_name","17","","YES","varchar(255)",""
"kinga_staging","final_approval_records","actual_repair_duration","18","","YES","int",""
"kinga_staging","final_approval_records","customer_satisfaction","19","","YES","int",""
"kinga_staging","final_approval_records","approval_notes","20","","YES","text",""
"kinga_staging","final_approval_records","conditions_text","21","","YES","text",""
"kinga_staging","final_approval_records","data_source","22","","NO","enum('extracted_from_document','manual_entry','system_import')",""
"kinga_staging","final_approval_records","captured_by_user_id","23","","YES","int",""
"kinga_staging","final_approval_records","created_at","24","CURRENT_TIMESTAMP","NO","timestamp",""
"kinga_staging","final_approval_records","updated_at","25","CURRENT_TIMESTAMP","NO","timestamp","DEFAULT_GENERATED on update CURRENT_TIMESTAMP"
"kinga_staging","fuel_records","id","1","","NO","int","auto_increment"
"kinga_staging","fuel_records","fleet_account_id","2","","NO","int",""
"kinga_staging","fuel_records","vehicle_registration","3","","NO","varchar(50)",""
"kinga_staging","fuel_records","vehicle_make","4","","YES","varchar(100)",""
"kinga_staging","fuel_records","vehicle_model","5","","YES","varchar(100)",""
"kinga_staging","fuel_records","fuel_date","6","","NO","timestamp",""
"kinga_staging","fuel_records","litres","7","","NO","decimal(8,2)",""
"kinga_staging","fuel_records","cost_per_litre","8","","YES","decimal(8,4)",""
"kinga_staging","fuel_records","total_cost_cents","9","","NO","int",""
"kinga_staging","fuel_records","odometer","10","","YES","int",""
"kinga_staging","fuel_records","fuel_type","11","petrol","NO","enum('petrol','diesel','electric','hybrid','lpg')",""
"kinga_staging","fuel_records","filled_by","12","","YES","varchar(255)",""
"kinga_staging","fuel_records","station_name","13","","YES","varchar(255)",""
"kinga_staging","fuel_records","notes","14","","YES","text",""
"kinga_staging","fuel_records","created_by","15","","NO","int",""
"kinga_staging","fuel_records","created_at","16","CURRENT_TIMESTAMP","NO","timestamp",""
