TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,COLUMN_TYPE,EXTRA
"kinga_staging","policy_claim_links","claim_id","3","","NO","int",""
"kinga_staging","policy_claim_links","coverage_verified","4","0","YES","tinyint",""
"kinga_staging","policy_claim_links","verified_by","5","","YES","int",""
"kinga_staging","policy_claim_links","verified_at","6","","YES","timestamp",""
"kinga_staging","policy_claim_links","coverage_approved","7","","YES","tinyint",""
"kinga_staging","policy_claim_links","coverage_decision_reason","8","","YES","text",""
"kinga_staging","policy_claim_links","tenant_id","9","","YES","varchar(255)",""
"kinga_staging","policy_claim_links","created_at","10","CURRENT_TIMESTAMP","NO","timestamp",""
"kinga_staging","policy_endorsements","id","1","","NO","int","auto_increment"
"kinga_staging","policy_endorsements","policy_id","2","","NO","int",""
"kinga_staging","policy_endorsements","endorsement_number","3","","NO","varchar(50)",""
"kinga_staging","policy_endorsements","endorsement_type","4","","NO","enum('add_driver','remove_driver','change_vehicle','adjust_coverage','change_excess','other')",""
"kinga_staging","policy_endorsements","endorsement_details","5","","NO","text",""
"kinga_staging","policy_endorsements","premium_adjustment","6","","YES","int",""
"kinga_staging","policy_endorsements","new_premium_amount","7","","YES","int",""
"kinga_staging","policy_endorsements","effective_date","8","","NO","timestamp",""
"kinga_staging","policy_endorsements","created_by","9","","NO","int",""
"kinga_staging","policy_endorsements","approved_by","10","","YES","int",""
"kinga_staging","policy_endorsements","approved_at","11","","YES","timestamp",""
"kinga_staging","policy_endorsements","status","12","pending","NO","enum('pending','approved','rejected')",""
"kinga_staging","policy_endorsements","tenant_id","13","","YES","varchar(255)",""
"kinga_staging","policy_endorsements","created_at","14","CURRENT_TIMESTAMP","NO","timestamp",""
"kinga_staging","predictive_risk_scores","id","1","","NO","int","auto_increment"
"kinga_staging","predictive_risk_scores","entity_type","2","","NO","enum('vehicle','driver','fleet','portfolio')",""
"kinga_staging","predictive_risk_scores","entity_id","3","","NO","varchar(100)",""
"kinga_staging","predictive_risk_scores","tenant_id","4","","YES","varchar(255)",""
"kinga_staging","predictive_risk_scores","score_type","5","","NO","varchar(100)",""
"kinga_staging","predictive_risk_scores","score_value","6","","NO","decimal(8,4)",""
"kinga_staging","predictive_risk_scores","score_label","7","","NO","enum('very_low','low','medium','high','very_high','critical')",""
"kinga_staging","predictive_risk_scores","confidence_level","8","","NO","decimal(5,2)",""
"kinga_staging","predictive_risk_scores","model_version","9","v1.0","NO","varchar(50)",""
"kinga_staging","predictive_risk_scores","factors_json","10","","YES","json",""
"kinga_staging","predictive_risk_scores","valid_from","11","CURRENT_TIMESTAMP","NO","timestamp",""
"kinga_staging","predictive_risk_scores","valid_until","12","","YES","timestamp",""
"kinga_staging","predictive_risk_scores","computed_at","13","CURRENT_TIMESTAMP","NO","timestamp",""
"kinga_staging","predictive_risk_scores","computed_by","14","system","NO","varchar(100)",""
"kinga_staging","quotation_requests","id","1","","NO","int","auto_increment"
"kinga_staging","quotation_requests","request_number","2","","NO","varchar(50)",""
"kinga_staging","quotation_requests","tenant_id","3","","YES","varchar(255)",""
"kinga_staging","quotation_requests","user_id","4","","YES","int",""
"kinga_staging","quotation_requests","full_name","5","","NO","varchar(255)",""
"kinga_staging","quotation_requests","email","6","","NO","varchar(320)",""
"kinga_staging","quotation_requests","phone","7","","YES","varchar(50)",""
"kinga_staging","quotation_requests","id_number","8","","YES","varchar(20)",""
"kinga_staging","quotation_requests","insurance_type","9","","NO","enum('comprehensive','third_party','third_party_fire_theft','fleet','commercial')",""
"kinga_staging","quotation_requests","vehicle_make","10","","NO","varchar(100)",""
"kinga_staging","quotation_requests","vehicle_model","11","","NO","varchar(100)",""
"kinga_staging","quotation_requests","vehicle_year","12","","NO","int",""
"kinga_staging","quotation_requests","vehicle_registration","13","","YES","varchar(50)",""
"kinga_staging","quotation_requests","vehicle_vin","14","","YES","varchar(50)",""
"kinga_staging","quotation_requests","vehicle_value","15","","YES","int",""
"kinga_staging","quotation_requests","vehicle_usage","16","private","YES","enum('private','business','both')",""
"kinga_staging","quotation_requests","driver_age","17","","YES","int",""
"kinga_staging","quotation_requests","driver_license_years","18","","YES","int",""
"kinga_staging","quotation_requests","claims_history","19","0","YES","int",""
"kinga_staging","quotation_requests","excess_amount","20","","YES","int",""
"kinga_staging","quotation_requests","additional_cover","21","","YES","text",""
"kinga_staging","quotation_requests","documents","22","","YES","text",""
"kinga_staging","quotation_requests","quoted_premium","23","","YES","int",""
"kinga_staging","quotation_requests","quoted_annual_premium","24","","YES","int",""
"kinga_staging","quotation_requests","quoted_excess","25","","YES","int",""
"kinga_staging","quotation_requests","quote_valid_until","26","","YES","timestamp",""
"kinga_staging","quotation_requests","quote_notes","27","","YES","text",""
"kinga_staging","quotation_requests","status","28","pending","NO","enum('pending','under_review','quoted','accepted','rejected','expired')",""
"kinga_staging","quotation_requests","assigned_agent_id","29","","YES","int",""
"kinga_staging","quotation_requests","vehicle_forensics_json","30","","YES","longtext",""
"kinga_staging","quotation_requests","vehicle_risk_score","31","","YES","int",""
"kinga_staging","quotation_requests","vehicle_forensics_status","32","","YES","enum('pending','processing','complete','failed')",""
"kinga_staging","quotation_requests","report_gating_status","33","teaser","NO","enum('teaser','full','paid')",""
"kinga_staging","quotation_requests","report_unlocked_at","34","","YES","timestamp",""
"kinga_staging","quotation_requests","is_standalone_valuation","35","0","NO","tinyint",""
"kinga_staging","quotation_requests","payment_intent_id","36","","YES","varchar(255)",""
"kinga_staging","quotation_requests","inspection_required","37","0","NO","tinyint",""
"kinga_staging","quotation_requests","inspection_assigned_to","38","","YES","int",""
"kinga_staging","quotation_requests","fleet_vehicle_count","39","","YES","int",""
"kinga_staging","quotation_requests","submission_token","40","","YES","varchar(64)",""
"kinga_staging","quotation_requests","contact_verified","41","0","NO","tinyint",""
"kinga_staging","quotation_requests","created_at","42","CURRENT_TIMESTAMP","NO","timestamp",""
"kinga_staging","quotation_requests","updated_at","43","CURRENT_TIMESTAMP","NO","timestamp","DEFAULT_GENERATED on update CURRENT_TIMESTAMP"
"kinga_staging","replay_logs","id","1","","NO","int","auto_increment"
"kinga_staging","replay_logs","claim_id","2","","NO","varchar(50)",""
"kinga_staging","replay_logs","tenant_id","3","","NO","varchar(50)",""
"kinga_staging","replay_logs","original_snapshot_id","4","","YES","int",""
"kinga_staging","replay_logs","original_snapshot_version","5","","NO","int",""
"kinga_staging","replay_logs","original_verdict","6","","NO","varchar(50)",""
"kinga_staging","replay_logs","new_verdict","7","","NO","varchar(50)",""
"kinga_staging","replay_logs","changed","8","0","NO","tinyint",""
"kinga_staging","replay_logs","differences_json","9","","NO","text",""
"kinga_staging","replay_logs","impact_analysis","10","","NO","text",""
"kinga_staging","replay_logs","replay_result_json","11","","NO","text",""
"kinga_staging","replay_logs","replayed_at","12","","NO","bigint",""
"kinga_staging","replay_logs","replayed_by_user_id","13","","YES","varchar(50)",""
"kinga_staging","replay_logs","lifecycle_state_at_replay","14","","NO","varchar(20)",""
"kinga_staging","risk_register","id","1","","NO","varchar(64)",""
"kinga_staging","risk_register","tenant_id","2","","NO","varchar(64)",""
"kinga_staging","risk_register","claim_id","3","","YES","int",""
"kinga_staging","risk_register","risk_type","4","","NO","enum('fraud','cost_overrun','compliance','operational')",""
"kinga_staging","risk_register","likelihood","5","","NO","int",""
"kinga_staging","risk_register","impact","6","","NO","int",""
"kinga_staging","risk_register","risk_score","7","","NO","int",""
"kinga_staging","risk_register","description","8","","NO","text",""
"kinga_staging","risk_register","treatment_plan","9","","YES","enum('accept','mitigate','transfer','avoid')",""
"kinga_staging","risk_register","treatment_notes","10","","YES","text",""
"kinga_staging","risk_register","identified_by","11","","NO","int",""
"kinga_staging","risk_register","identified_at","12","CURRENT_TIMESTAMP","NO","timestamp",""
"kinga_staging","risk_register","reviewed_by","13","","YES","int",""
"kinga_staging","risk_register","reviewed_at","14","","YES","timestamp",""
"kinga_staging","risk_register","status","15","open","NO","enum('open','mitigated','closed')",""
"kinga_staging","role_assignment_audit","id","1","","NO","int","auto_increment"
"kinga_staging","role_assignment_audit","tenant_id","2","","NO","varchar(64)",""
"kinga_staging","role_assignment_audit","user_id","3","","NO","int",""
"kinga_staging","role_assignment_audit","previous_role","4","","YES","enum('user','admin','insurer','assessor','panel_beater','claimant','fleet_admin','fleet_manager','fleet_driver','platform_super_admin','agency','engineer')",""
"kinga_staging","role_assignment_audit","new_role","5","","NO","enum('user','admin','insurer','assessor','panel_beater','claimant','fleet_admin','fleet_manager','fleet_driver','platform_super_admin','agency','engineer')",""
"kinga_staging","role_assignment_audit","previous_insurer_role","6","","YES","enum('claims_processor','assessor_internal','assessor_external','risk_manager','claims_manager','executive','insurer_admin','recovery_officer')",""
"kinga_staging","role_assignment_audit","new_insurer_role","7","","YES","enum('claims_processor','assessor_internal','assessor_external','risk_manager','claims_manager','executive','insurer_admin','recovery_officer')",""
"kinga_staging","role_assignment_audit","changed_by_user_id","8","","NO","int",""
"kinga_staging","role_assignment_audit","justification","9","","YES","text",""
"kinga_staging","role_assignment_audit","timestamp","10","CURRENT_TIMESTAMP","NO","timestamp",""
"kinga_staging","routing_history","id","1","","NO","varchar(64)",""
"kinga_staging","routing_history","claim_id","2","","NO","int",""
"kinga_staging","routing_history","tenant_id","3","","NO","varchar(64)",""
"kinga_staging","routing_history","confidence_score","4","","NO","decimal(5,2)",""
"kinga_staging","routing_history","confidence_components","5","","YES","text",""
"kinga_staging","routing_history","routing_category","6","","NO","enum('HIGH','MEDIUM','LOW')",""
"kinga_staging","routing_history","routing_decision","7","","NO","enum('AI_FAST_TRACK','INTERNAL_REVIEW','EXTERNAL_REQUIRED','MANUAL_OVERRIDE')",""
"kinga_staging","routing_history","threshold_config_version","8","v1.0","NO","varchar(50)",""
"kinga_staging","routing_history","model_version","9","v1.0","NO","varchar(50)",""
"kinga_staging","routing_history","decided_by","10","","NO","enum('AI','USER')",""
"kinga_staging","routing_history","decided_by_user_id","11","","YES","int",""
"kinga_staging","routing_history","justification","12","","YES","text",""
"kinga_staging","routing_history","explainability_metadata","13","","YES","text",""
"kinga_staging","routing_history","timestamp","14","CURRENT_TIMESTAMP","NO","timestamp",""
"kinga_staging","routing_history","routing_version","15","1","NO","int",""
"kinga_staging","routing_history","threshold_snapshot","16","","YES","text",""
