table_name,index_name,seq_in_index,column_name,non_unique
"fraud_rules","rule_name","1","rule_name","1"
"generated_reports","generated_reports_claim_id_claims_id_fk","1","claim_id","1"
"generated_reports","idx_gr_claim_id","1","claim_id","1"
"generated_reports","idx_gr_created_at","1","created_at","1"
"generated_reports","idx_gr_generated_by","1","generated_by_user_id","1"
"generated_reports","idx_gr_report_type","1","report_type","1"
"generated_reports","idx_gr_tenant_id","1","tenant_id","1"
"global_anonymized_dataset","anonymous_record_id","1","anonymous_record_id","1"
"global_anonymized_dataset","idx_gad_accident_type","1","accident_type","1"
"global_anonymized_dataset","idx_gad_anonymized_at","1","anonymized_at","1"
"global_anonymized_dataset","idx_gad_capture_month","1","capture_month","1"
"global_anonymized_dataset","idx_gad_province","1","province","1"
"global_anonymized_dataset","idx_gad_vehicle_make","1","vehicle_make","1"
"global_search_analytics","idx_gsa_query","1","query","1"
"global_search_analytics","idx_gsa_searched_at","1","searched_at","1"
"global_search_analytics","idx_gsa_tenant_id","1","tenant_id","1"
"global_search_history","idx_gsh_searched_at","1","searched_at","1"
"global_search_history","idx_gsh_tenant_id","1","tenant_id","1"
"global_search_history","idx_gsh_user_id","1","user_id","1"
"governance_audit_log","idx_gal_action","1","action","1"
"governance_audit_log","idx_gal_claim","1","claim_id","1"
"governance_audit_log","idx_gal_override","1","override_flag","1"
"governance_audit_log","idx_gal_tenant","1","tenant_id","1"
"governance_audit_log","idx_gal_timestamp","1","timestamp_ms","1"
"governance_notifications","governance_notifications_claim_id_claims_id_fk","1","claim_id","1"
"governance_notifications","idx_claim_id","1","claim_id","1"
"governance_notifications","idx_created_at","1","created_at","1"
"governance_notifications","idx_read_at","1","read_at","1"
"governance_notifications","idx_tenant_id","1","tenant_id","1"
"governance_violation_log","idx_gov_violation_at","1","violated_at","1"
"governance_violation_log","idx_gov_violation_tenant","1","tenant_id","1"
"governance_violation_log","idx_gov_violation_tenant_time","1","tenant_id","1"
"governance_violation_log","idx_gov_violation_tenant_time","2","violated_at","1"
"governance_violation_log","idx_gov_violation_type","1","violation_type","1"
"governance_violation_log","idx_gov_violation_user","1","user_id","1"
"historical_claims","idx_hc_batch","1","batch_id","1"
"historical_claims","idx_hc_status","1","pipeline_status","1"
"historical_claims","idx_hc_tenant","1","tenant_id","1"
"historical_replay_results","idx_historical_replay_results_historical_claim_id","1","historical_claim_id","1"
"historical_replay_results","idx_historical_replay_results_policy_version_id","1","policy_version_id","1"
"historical_replay_results","idx_historical_replay_results_replayed_at","1","replayed_at","1"
"historical_replay_results","idx_historical_replay_results_tenant_id","1","tenant_id","1"
"ingestion_documents","document_id","1","document_id","1"
"inspections","idx_inspections_asset","1","asset_registry_id","1"
"inspections","idx_inspections_claim","1","claim_id","1"
"inspections","idx_inspections_engineer","1","assigned_engineer_id","1"
"inspections","idx_inspections_project","1","project_id","1"
"inspections","idx_inspections_ref","1","inspection_ref","0"
"inspections","idx_inspections_status","1","status","1"
"inspections","idx_inspections_tenant","1","tenant_id","1"
"inspections","idx_inspections_vehicle","1","vehicle_registration","1"
"insurance_carriers","insurance_carriers_short_code_unique","1","short_code","1"
"insurance_policies","insurance_policies_policy_number_unique","1","policy_number","1"
"insurance_quotes","insurance_quotes_quote_number_unique","1","quote_number","1"
"insurer_marketplace_links","idx_insurer_marketplace_links_profile","1","marketplace_profile_id","1"
"insurer_marketplace_links","idx_insurer_marketplace_links_tenant","1","insurer_tenant_id","1"
"insurer_marketplace_links","unique_insurer_marketplace_link","1","insurer_tenant_id","0"
"insurer_marketplace_links","unique_insurer_marketplace_link","2","marketplace_profile_id","0"
"insurer_marketplace_relationships","idx_imr_profile","1","marketplace_profile_id","1"
"insurer_marketplace_relationships","idx_imr_status","1","relationship_status","1"
"insurer_marketplace_relationships","idx_imr_tenant","1","insurer_tenant_id","1"
"insurer_marketplace_relationships","unique_insurer_relationship","1","insurer_tenant_id","0"
"insurer_marketplace_relationships","unique_insurer_relationship","2","marketplace_profile_id","0"
"insurer_quote_requests","idx_iqr_agency_tenant","1","agency_tenant_id","1"
"insurer_quote_requests","idx_iqr_claim_id","1","claim_id","1"
"insurer_quote_requests","idx_iqr_insurer_tenant","1","insurer_tenant_id","1"
"insurer_quote_requests","idx_iqr_status","1","status","1"
"insurer_quote_requests","unique_claim_insurer_quote","1","claim_id","0"
"insurer_quote_requests","unique_claim_insurer_quote","2","insurer_tenant_id","0"
"iso_audit_logs","idx_iso_audit_logs_tenant_id","1","tenant_id","1"
"iso_audit_logs","idx_iso_audit_logs_timestamp","1","timestamp","1"
"iso_audit_logs","idx_iso_audit_logs_user_id","1","user_id","1"
"marketplace_profiles","idx_marketplace_profiles_approval_status","1","approval_status","1"
"marketplace_profiles","idx_marketplace_profiles_country_id","1","country_id","1"
"marketplace_profiles","idx_marketplace_profiles_type","1","type","1"
"measurement_types","measurement_types_code_unique","1","code","0"
"mismatch_annotations","idx_ma_action","1","action","1"
"mismatch_annotations","idx_ma_claim","1","claim_id","1"
"mismatch_annotations","idx_ma_type","1","mismatch_type","1"
"mismatch_annotations","idx_ma_user","1","user_id","1"
"mismatch_annotations","mismatch_annotations_claim_id_claims_id_fk","1","claim_id","1"
"model_training_queue","idx_mtq_claim_id_unique","1","claim_id","0"
"model_training_queue","idx_mtq_created_at","1","created_at","1"
"model_training_queue","idx_mtq_processed","1","processed","1"
"model_training_queue","idx_mtq_training_priority","1","training_priority","1"
"narrative_versions","idx_nv_active","1","is_active","1"
"narrative_versions","idx_nv_assessment","1","assessment_id","1"
"narrative_versions","idx_nv_claim","1","claim_id","1"
"narrative_versions","idx_nv_type","1","mismatch_type","1"
"narrative_versions","narrative_versions_claim_id_claims_id_fk","1","claim_id","1"
"notification_events","idx_ne_created_at","1","created_at","1"
"notification_events","idx_ne_event_type","1","event_type","1"
"notification_events","idx_ne_idempotency_key","1","idempotency_key","1"
"notification_events","idx_ne_recipient","1","recipient_user_id","1"
"notification_events","notification_events_idempotency_key_unique","1","idempotency_key","0"
"notification_preferences","idx_notif_pref_tenant","1","tenant_id","1"
"notification_preferences","idx_notif_pref_user","1","user_id","1"
"notification_preferences","uq_notif_pref_user_module","1","user_id","0"
"notification_preferences","uq_notif_pref_user_module","2","tenant_id","0"
"notification_preferences","uq_notif_pref_user_module","3","module","0"
"notifications","notifications_claim_id_claims_id_fk","1","claim_id","1"
"panel_beater_quotes","idx_panel_beater_quotes_panel_beater_id","1","panel_beater_id","1"
"panel_beater_quotes","idx_quotes_claim_id","1","claim_id","1"
"panel_beater_quotes","idx_quotes_panel_beater_id","1","panel_beater_id","1"
"panel_beater_quotes","panel_beater_quotes_claim_id_claims_id_fk","1","claim_id","1"
