table_name,index_name,seq_in_index,column_name,non_unique
"claim_routing_decisions","claim_routing_decisions_claim_id_claims_id_fk","1","claim_id","1"
"claim_routing_decisions","fk_crd_automation_policy","1","automation_policy_id","1"
"claim_routing_decisions","fk_crd_confidence_score","1","confidence_score_id","1"
"claim_routing_decisions","idx_claim_id","1","claim_id","1"
"claim_routing_decisions","idx_decision_timestamp","1","decision_timestamp","1"
"claim_routing_decisions","idx_routed_workflow","1","routed_workflow","1"
"claim_routing_decisions","idx_tenant_id","1","tenant_id","1"
"claims","claims_claim_number_unique","1","claim_number","1"
"claims","idx_claims_assigned_assessor_id","1","assigned_assessor_id","1"
"claims","idx_claims_claimant_id","1","claimant_id","1"
"claims","idx_claims_created_at","1","created_at","1"
"claims","idx_claims_fleet_driver_id","1","fleet_driver_id","1"
"claims","idx_claims_source_document_id","1","source_document_id","0"
"claims","idx_claims_status","1","status","1"
"claims","idx_claims_tenant_created","1","tenant_id","1"
"claims","idx_claims_tenant_created","2","created_at","1"
"claims","idx_claims_tenant_status","1","tenant_id","1"
"claims","idx_claims_tenant_status","2","status","1"
"claims","idx_claims_tenant_workflow_created","1","tenant_id","1"
"claims","idx_claims_tenant_workflow_created","2","workflow_state","1"
"claims","idx_claims_tenant_workflow_created","3","created_at","1"
"claims","idx_claims_vehicle_registry_id","1","vehicle_registry_id","1"
"claims","idx_confidence_score","1","confidence_score","1"
"claims","idx_fraud_risk_score","1","fraud_risk_score","1"
"claims","idx_policy_version_id","1","policy_version_id","1"
"claims","idx_routing_decision","1","routing_decision","1"
"client_insurance_service_requests","client_insurance_service_request_number_idx","1","request_number","1"
"client_insurance_service_requests","client_insurance_service_user_idx","1","user_id","1"
"client_vehicle_valuation_requests","client_valuation_request_number_idx","1","request_number","1"
"client_vehicle_valuation_requests","client_valuation_token_idx","1","submission_token","1"
"client_vehicle_valuation_requests","client_valuation_user_idx","1","user_id","1"
"component_benchmarks","idx_cb_component_id","1","component_id","1"
"component_benchmarks","idx_cb_component_make","1","component_id","1"
"component_benchmarks","idx_cb_component_make","2","vehicle_make","1"
"component_benchmarks","idx_cb_market_currency","1","market_region","1"
"component_benchmarks","idx_cb_market_currency","2","currency_code","1"
"component_benchmarks","idx_cb_market_currency","3","evidence_quality","1"
"component_benchmarks","idx_cb_vehicle_precision","1","component_id","1"
"component_benchmarks","idx_cb_vehicle_precision","2","vehicle_make","1"
"component_benchmarks","idx_cb_vehicle_precision","3","vehicle_model","1"
"component_benchmarks","idx_cb_vehicle_precision","4","year_band","1"
"component_repair_outcomes","component_repair_outcomes_claim_id_claims_id_fk","1","claim_id","1"
"component_repair_outcomes","idx_cro_claim_id","1","claim_id","1"
"component_repair_outcomes","idx_cro_component_severity","1","component_name","1"
"component_repair_outcomes","idx_cro_component_severity","2","severity_at_decision","1"
"component_repair_outcomes","idx_cro_make_model","1","vehicle_make","1"
"component_repair_outcomes","idx_cro_make_model","2","vehicle_model","1"
"component_repair_outcomes","idx_cro_market_currency","1","market_region","1"
"component_repair_outcomes","idx_cro_market_currency","2","currency_code","1"
"component_repair_outcomes","idx_cro_market_currency","3","evidence_quality","1"
"component_repair_outcomes","idx_cro_outcome","1","outcome","1"
"component_repair_outcomes","idx_cro_vehicle_precision","1","component_name","1"
"component_repair_outcomes","idx_cro_vehicle_precision","2","vehicle_make","1"
"component_repair_outcomes","idx_cro_vehicle_precision","3","vehicle_model","1"
"component_repair_outcomes","idx_cro_vehicle_precision","4","vehicle_year","1"
"cost_components","idx_cc_claim","1","historical_claim_id","1"
"cost_learning_records","cost_learning_records_claim_id_claims_id_fk","1","claim_id","1"
"cost_learning_records","idx_clr_case_signature","1","case_signature","1"
"cost_learning_records","idx_clr_claim_id","1","claim_id","1"
"cost_learning_records","idx_clr_collision_direction","1","collision_direction","1"
"cost_learning_records","idx_clr_market_currency","1","market_region","1"
"cost_learning_records","idx_clr_market_currency","2","currency","1"
"cost_learning_records","idx_clr_recorded_at","1","recorded_at","1"
"cost_learning_records","idx_clr_tenant_id","1","tenant_id","1"
"cost_learning_records","idx_clr_vehicle_descriptor","1","vehicle_descriptor","1"
"cost_learning_records","idx_clr_vehicle_precision","1","vehicle_make","1"
"cost_learning_records","idx_clr_vehicle_precision","2","vehicle_model","1"
"cost_learning_records","idx_clr_vehicle_precision","3","vehicle_year","1"
"country_repair_index","idx_cri_country","1","country_code","1"
"country_repair_index","idx_cri_effective","1","effective_from","1"
"cross_claim_signals","idx_ccs_claim_id","1","claim_id","1"
"cross_claim_signals","idx_ccs_claim_signal_unique","1","claim_id","0"
"cross_claim_signals","idx_ccs_claim_signal_unique","2","signal_type","0"
"cross_claim_signals","idx_ccs_confidence","1","confidence","1"
"cross_claim_signals","idx_ccs_dismissed","1","is_dismissed","1"
"cross_claim_signals","idx_ccs_signal_type","1","signal_type","1"
"cross_claim_signals","idx_ccs_tenant","1","tenant_id","1"
"currency_exchange_rates","currency_exchange_rates_currency_code_unique","1","currency_code","1"
"dataset_access_grants","idx_dag_data_scope","1","data_scope","1"
"dataset_access_grants","idx_dag_expiry_date","1","expiry_date","1"
"dataset_access_grants","idx_dag_granted_to_user","1","granted_to_user_id","1"
"dataset_access_grants","idx_dag_tenant_id","1","tenant_id","1"
"decision_snapshots","idx_ds_claim","1","claim_id","1"
"decision_snapshots","idx_ds_created","1","created_at","1"
