TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,COLUMN_DEFAULT,IS_NULLABLE,COLUMN_TYPE,EXTRA
"kinga_staging","training_dataset","deactivation_reason","12","","YES","text",""
"kinga_staging","training_dataset","training_weight","13","1.00","YES","decimal(3,2)",""
"kinga_staging","training_dataset","negotiated_adjustment","14","0","YES","tinyint",""
"kinga_staging","training_dataset","deviation_reason","15","none","YES","enum('none','negotiation','fraud','regional_variance','data_quality','assessor_bias','manual_override')",""
"kinga_staging","usage_events","id","1","","NO","int","auto_increment"
"kinga_staging","usage_events","tenant_id","2","","NO","varchar(255)",""
"kinga_staging","usage_events","claim_id","3","","YES","int",""
"kinga_staging","usage_events","event_type","4","","NO","enum('CLAIM_PROCESSED','AI_EVALUATED','FAST_TRACK_TRIGGERED','AUTO_APPROVED','ASSESSOR_TOOL_USED','FLEET_VEHICLE_ACTIVE','AGENCY_POLICY_BOUND','AI_ASSESSMENT_TRIGGERED','DOCUMENT_INGESTED','EXECUTIVE_ANALYTICS_QUERY','GOVERNANCE_CHECK','FLEET_VEHICLE_MANAGED','MARKETPLACE_QUOTE_REQUEST')",""
"kinga_staging","usage_events","quantity","5","1","NO","int",""
"kinga_staging","usage_events","timestamp","6","CURRENT_TIMESTAMP","NO","timestamp",""
"kinga_staging","usage_events","reference_id","7","","YES","varchar(255)",""
"kinga_staging","usage_events","metadata","8","","YES","json",""
"kinga_staging","usage_events","created_at","9","CURRENT_TIMESTAMP","NO","timestamp",""
"kinga_staging","usage_events","user_id","10","","YES","int",""
"kinga_staging","usage_events","resource_type","11","","YES","varchar(100)",""
"kinga_staging","usage_events","compute_units","12","1.0000","YES","decimal(10,4)",""
"kinga_staging","usage_events","processing_time_ms","13","","YES","int",""
"kinga_staging","usage_events","estimated_cost","14","","YES","decimal(10,4)",""
"kinga_staging","variance_datasets","id","1","","NO","int","auto_increment"
"kinga_staging","variance_datasets","historical_claim_id","2","","NO","int",""
"kinga_staging","variance_datasets","tenant_id","3","","NO","varchar(64)",""
"kinga_staging","variance_datasets","comparison_type","4","","NO","enum('quote_vs_final','ai_vs_final','assessor_vs_final','quote_vs_assessor','ai_vs_assessor','quote_vs_ai')",""
"kinga_staging","variance_datasets","source_a_label","5","","NO","varchar(100)",""
"kinga_staging","variance_datasets","source_a_amount","6","","NO","decimal(12,2)",""
"kinga_staging","variance_datasets","source_b_label","7","","NO","varchar(100)",""
"kinga_staging","variance_datasets","source_b_amount","8","","NO","decimal(12,2)",""
"kinga_staging","variance_datasets","variance_amount","9","","NO","decimal(12,2)",""
"kinga_staging","variance_datasets","variance_percent","10","","NO","decimal(8,2)",""
"kinga_staging","variance_datasets","absolute_variance_percent","11","","NO","decimal(8,2)",""
"kinga_staging","variance_datasets","labor_variance","12","","YES","decimal(12,2)",""
"kinga_staging","variance_datasets","parts_variance","13","","YES","decimal(12,2)",""
"kinga_staging","variance_datasets","paint_variance","14","","YES","decimal(12,2)",""
"kinga_staging","variance_datasets","variance_category","15","","NO","enum('within_threshold','minor_variance','significant_variance','major_variance','extreme_variance')",""
"kinga_staging","variance_datasets","vehicle_make","16","","YES","varchar(100)",""
"kinga_staging","variance_datasets","vehicle_model","17","","YES","varchar(100)",""
"kinga_staging","variance_datasets","vehicle_year","18","","YES","int",""
"kinga_staging","variance_datasets","accident_type","19","","YES","varchar(100)",""
"kinga_staging","variance_datasets","assessor_name","20","","YES","varchar(255)",""
"kinga_staging","variance_datasets","assessor_license_number","21","","YES","varchar(100)",""
"kinga_staging","variance_datasets","is_fraud_suspected","22","0","YES","tinyint",""
"kinga_staging","variance_datasets","is_outlier","23","0","YES","tinyint",""
"kinga_staging","variance_datasets","created_at","24","CURRENT_TIMESTAMP","NO","timestamp",""
"kinga_staging","weight_adjustment_log","id","1","","NO","int","auto_increment"
"kinga_staging","weight_adjustment_log","mismatch_type","2","","NO","varchar(64)",""
"kinga_staging","weight_adjustment_log","old_multiplier","3","","NO","decimal(7,4)",""
"kinga_staging","weight_adjustment_log","raw_multiplier","4","","NO","decimal(7,4)",""
"kinga_staging","weight_adjustment_log","new_multiplier","5","","NO","decimal(7,4)",""
"kinga_staging","weight_adjustment_log","total_annotations","6","","NO","int",""
"kinga_staging","weight_adjustment_log","confirmation_rate","7","","NO","decimal(6,4)",""
"kinga_staging","weight_adjustment_log","sensitivity_direction","8","","NO","enum('increase','decrease')",""
"kinga_staging","weight_adjustment_log","reason","9","","NO","text",""
"kinga_staging","weight_adjustment_log","created_at","10","","NO","bigint",""
